               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 107,             0.02521,           0.0097489,            0.025606,             0.46058,             0.96667,             0.64703,             0.51545,            0.010571,           0.0024985,            0.017972,            0.009045,            0.009045,            0.009045
                 108,            0.025725,           0.0082053,            0.024006,             0.58672,             0.77403,             0.60473,             0.43582,            0.011963,           0.0025004,            0.018455,            0.009036,            0.009036,            0.009036
                 109,            0.026635,            0.013206,            0.026206,             0.32803,             0.96667,             0.66881,             0.51807,            0.011181,           0.0025134,            0.018036,            0.009027,            0.009027,            0.009027
                 110,            0.025417,           0.0091748,              0.0271,               0.659,             0.74646,             0.67703,              0.5145,            0.009981,           0.0024885,            0.018118,            0.009018,            0.009018,            0.009018
                 111,            0.024557,           0.0087195,            0.026634,             0.46526,                   1,             0.73777,             0.62879,           0.0089279,           0.0024477,            0.017899,            0.009009,            0.009009,            0.009009
                 112,            0.024898,            0.012222,            0.025882,             0.44488,                   1,             0.72281,             0.57574,            0.010592,           0.0024377,            0.017788,               0.009,               0.009,               0.009
                 113,            0.024126,           0.0086197,            0.024516,             0.33564,                   1,              0.7304,             0.60333,           0.0090985,           0.0023817,            0.018329,            0.008991,            0.008991,            0.008991
                 114,            0.024741,           0.0090946,            0.027104,             0.35987,             0.96636,             0.72531,             0.52615,            0.012416,            0.002588,            0.018186,            0.008982,            0.008982,            0.008982
                 115,            0.024972,             0.01197,            0.025942,             0.33896,                   1,             0.74733,             0.59135,           0.0093308,           0.0024821,             0.01837,            0.008973,            0.008973,            0.008973
                 116,            0.023939,           0.0071053,            0.025057,             0.29343,                   1,             0.66002,               0.555,           0.0086111,           0.0023662,            0.018176,            0.008964,            0.008964,            0.008964
                 117,            0.024374,           0.0099263,            0.026694,              0.7243,             0.75417,             0.77699,             0.60572,           0.0097416,           0.0022875,            0.018187,            0.008955,            0.008955,            0.008955
                 118,            0.023485,            0.011184,            0.026204,             0.60559,             0.82316,             0.72106,             0.58538,           0.0087143,           0.0023234,            0.017736,           0.0089459,           0.0089459,           0.0089459
                 119,            0.022892,           0.0078213,            0.024756,             0.41121,             0.90278,             0.63278,             0.44413,            0.011112,           0.0024655,            0.017564,           0.0089369,           0.0089369,           0.0089369
                 120,            0.023881,           0.0091605,               0.024,             0.52765,             0.96667,             0.69734,             0.57428,            0.008758,           0.0023984,            0.018154,           0.0089279,           0.0089279,           0.0089279
                 121,            0.024666,            0.010322,            0.022813,             0.70106,             0.76667,             0.75561,             0.63697,            0.008796,           0.0023635,            0.018247,           0.0089189,           0.0089189,           0.0089189
                 122,            0.025458,           0.0076254,            0.022734,             0.43531,             0.89167,             0.78569,             0.59583,           0.0097699,           0.0024533,            0.018158,           0.0089099,           0.0089099,           0.0089099
                 123,            0.024215,           0.0079024,            0.025586,             0.59565,                 0.8,             0.76307,              0.6047,           0.0090636,           0.0025345,            0.018455,           0.0089009,           0.0089009,           0.0089009
                 124,            0.022343,           0.0089063,            0.025614,             0.73565,               0.725,             0.76606,             0.62109,           0.0099655,           0.0027188,            0.018141,           0.0088919,           0.0088919,           0.0088919
                 125,            0.025444,            0.013858,            0.025405,             0.65698,             0.71111,             0.77392,             0.64303,           0.0085485,           0.0022569,            0.017869,           0.0088829,           0.0088829,           0.0088829
                 126,            0.023551,           0.0099216,            0.025284,             0.49539,             0.91667,             0.75995,             0.59777,           0.0092831,           0.0021859,             0.01778,           0.0088739,           0.0088739,           0.0088739
                 127,            0.021396,           0.0078093,            0.024758,             0.69899,             0.83128,             0.69189,             0.56819,           0.0092032,           0.0022136,            0.017333,           0.0088649,           0.0088649,           0.0088649
                 128,            0.023104,            0.011107,             0.02493,             0.46823,             0.95833,             0.62435,             0.52542,           0.0095898,           0.0022266,            0.017165,           0.0088559,           0.0088559,           0.0088559
                 129,            0.022694,            0.011014,            0.024511,             0.45602,                   1,             0.71056,              0.5934,           0.0094669,            0.002254,            0.017299,           0.0088468,           0.0088468,           0.0088468
                 130,            0.022114,           0.0072856,            0.023568,             0.47092,                   1,             0.73766,             0.60946,           0.0093419,            0.002241,             0.01731,           0.0088378,           0.0088378,           0.0088378
                 131,            0.024078,            0.011862,            0.023525,             0.49429,                   1,             0.70589,             0.54981,            0.011005,           0.0024121,            0.017568,           0.0088288,           0.0088288,           0.0088288
                 132,            0.023994,            0.011529,            0.022702,             0.62742,             0.81062,             0.69439,             0.57599,            0.008428,           0.0021763,            0.019374,           0.0088198,           0.0088198,           0.0088198
                 133,            0.023551,           0.0097011,             0.02307,             0.47934,             0.94167,              0.6481,             0.54746,           0.0091589,           0.0021841,            0.018855,           0.0088108,           0.0088108,           0.0088108
                 134,            0.023727,            0.011061,            0.023381,             0.40338,             0.97534,             0.83501,             0.68652,           0.0097557,            0.002097,            0.018639,           0.0088018,           0.0088018,           0.0088018
                 135,            0.023125,            0.011482,            0.026084,             0.45711,             0.99101,             0.76355,             0.63082,            0.008739,           0.0022034,            0.018425,           0.0087928,           0.0087928,           0.0087928
                 136,            0.024511,           0.0090362,            0.022066,             0.44626,             0.97917,             0.68559,             0.48793,            0.011109,            0.002303,            0.018234,           0.0087838,           0.0087838,           0.0087838
                 137,            0.024577,            0.011847,            0.023468,             0.63717,             0.79894,             0.71639,             0.57651,           0.0094228,           0.0022505,            0.018054,           0.0087748,           0.0087748,           0.0087748
                 138,            0.022735,           0.0078585,            0.024492,             0.41557,                   1,             0.73028,             0.57543,           0.0095699,           0.0023066,            0.018394,           0.0087658,           0.0087658,           0.0087658
                 139,            0.022984,           0.0092408,            0.024026,             0.44298,                   1,             0.76898,             0.64263,           0.0089828,            0.002421,            0.018418,           0.0087568,           0.0087568,           0.0087568
                 140,            0.022667,           0.0093822,            0.022609,              0.4875,             0.96667,              0.7205,             0.59033,           0.0094499,           0.0023478,            0.017818,           0.0087477,           0.0087477,           0.0087477
                 141,            0.022649,             0.01059,            0.021947,             0.67545,             0.73522,              0.7151,             0.60118,           0.0083573,           0.0021631,             0.01804,           0.0087387,           0.0087387,           0.0087387
                 142,            0.022581,           0.0097322,            0.023619,              0.7289,             0.75278,             0.87308,             0.72285,           0.0090803,           0.0021112,             0.01832,           0.0087297,           0.0087297,           0.0087297
                 143,            0.023598,           0.0085302,            0.025229,             0.46611,                0.95,              0.8003,             0.68512,           0.0086477,            0.002276,            0.018066,           0.0087207,           0.0087207,           0.0087207
                 144,            0.021793,           0.0092197,            0.024531,             0.47147,             0.95664,              0.7648,             0.64157,           0.0082305,           0.0022127,             0.01785,           0.0087117,           0.0087117,           0.0087117
                 145,            0.022825,           0.0094672,            0.021928,             0.70606,             0.74577,              0.7648,             0.62867,           0.0080054,           0.0021088,             0.01801,           0.0087027,           0.0087027,           0.0087027
                 146,            0.023647,           0.0091657,            0.020977,             0.41272,             0.96481,             0.71973,             0.57361,           0.0090997,           0.0022014,            0.017851,           0.0086937,           0.0086937,           0.0086937
                 147,            0.021694,           0.0069792,            0.020831,             0.47234,                   1,             0.79728,             0.60986,           0.0096631,           0.0022608,             0.01791,           0.0086847,           0.0086847,           0.0086847
                 148,            0.022162,           0.0086552,            0.021497,             0.45383,                   1,             0.81179,             0.67692,           0.0085613,           0.0022113,             0.01805,           0.0086757,           0.0086757,           0.0086757
                 149,             0.02183,           0.0059695,            0.021288,             0.71188,             0.83333,             0.86119,             0.71477,           0.0089466,           0.0023244,            0.018394,           0.0086667,           0.0086667,           0.0086667
                 150,            0.022597,           0.0083288,            0.019805,             0.46498,             0.94167,             0.69783,             0.56168,           0.0091957,           0.0024725,            0.017869,           0.0086577,           0.0086577,           0.0086577
                 151,            0.021909,           0.0083881,            0.021632,             0.41203,                   1,             0.76105,             0.63884,           0.0083669,           0.0021759,             0.01812,           0.0086486,           0.0086486,           0.0086486
                 152,            0.021585,           0.0078889,            0.019974,             0.44721,                   1,             0.84199,             0.72563,           0.0086366,           0.0022765,            0.017768,           0.0086396,           0.0086396,           0.0086396
