               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  91,            0.024083,           0.0070217,            0.023845,             0.57228,             0.77201,             0.58444,             0.44146,            0.010056,           0.0024867,            0.020311,           0.0091892,           0.0091892,           0.0091892
                  92,            0.024236,           0.0073934,            0.024368,             0.45745,             0.90278,             0.71169,             0.51652,             0.01037,           0.0023684,            0.020244,           0.0091802,           0.0091802,           0.0091802
                  93,            0.024347,           0.0072934,            0.022546,             0.25943,                   1,             0.51987,             0.36845,             0.01245,           0.0025369,            0.020822,           0.0091712,           0.0091712,           0.0091712
                  94,            0.025031,           0.0075242,             0.02522,             0.38712,             0.95833,             0.65542,             0.54568,           0.0091525,           0.0022883,             0.02097,           0.0091622,           0.0091622,           0.0091622
                  95,            0.026732,           0.0078054,            0.025734,             0.25863,             0.94167,             0.60709,             0.41691,            0.012326,           0.0024239,            0.020772,           0.0091532,           0.0091532,           0.0091532
                  96,            0.023658,           0.0071353,            0.023106,             0.32789,             0.98277,             0.70617,             0.56104,           0.0088346,           0.0022284,            0.020319,           0.0091441,           0.0091441,           0.0091441
                  97,            0.023966,           0.0070163,            0.023892,             0.74039,             0.58404,             0.67169,             0.53702,            0.010516,           0.0022854,            0.020805,           0.0091351,           0.0091351,           0.0091351
                  98,            0.023142,           0.0070249,            0.024031,              0.6729,             0.66615,             0.63275,             0.53619,           0.0090739,           0.0021819,             0.02085,           0.0091261,           0.0091261,           0.0091261
                  99,            0.024196,           0.0067159,            0.023691,              0.4182,              0.9306,              0.7057,             0.57122,           0.0092078,           0.0021315,            0.020609,           0.0091171,           0.0091171,           0.0091171
                 100,             0.02219,           0.0070925,             0.02141,             0.65954,             0.66667,             0.57688,             0.42971,            0.010997,           0.0023205,             0.02133,           0.0091081,           0.0091081,           0.0091081
                 101,            0.024463,           0.0076329,            0.023193,             0.26752,                   1,             0.72512,             0.51969,            0.017145,            0.004757,            0.020858,           0.0090991,           0.0090991,           0.0090991
                 102,            0.023192,           0.0073108,            0.028632,             0.34209,             0.83333,             0.71782,             0.51432,            0.013692,           0.0040363,            0.020102,           0.0090901,           0.0090901,           0.0090901
                 103,            0.024355,           0.0073063,            0.026217,              0.3315,                   1,             0.60762,             0.42139,            0.010937,            0.002466,            0.019385,           0.0090811,           0.0090811,           0.0090811
                 104,            0.024605,           0.0071641,            0.024365,             0.39591,                   1,             0.75002,             0.58521,           0.0094972,           0.0022945,            0.019085,           0.0090721,           0.0090721,           0.0090721
                 105,            0.023665,           0.0070963,             0.02162,             0.32378,             0.91667,             0.73197,             0.55669,             0.01273,           0.0021635,            0.019283,           0.0090631,           0.0090631,           0.0090631
                 106,            0.022245,            0.006719,            0.024087,             0.43369,             0.98431,             0.81083,             0.60789,             0.01284,           0.0021538,            0.019848,           0.0090541,           0.0090541,           0.0090541
                 107,            0.021775,           0.0066185,            0.020732,             0.42663,             0.98611,             0.70379,             0.60322,           0.0086391,           0.0020359,            0.020559,            0.009045,            0.009045,            0.009045
                 108,            0.021629,           0.0068852,            0.023708,             0.45649,             0.94444,             0.67733,             0.54519,           0.0095359,            0.002223,            0.020466,            0.009036,            0.009036,            0.009036
                 109,            0.022983,              0.0069,            0.021741,              0.4343,                   1,             0.73595,             0.60413,           0.0098291,           0.0022052,            0.020444,            0.009027,            0.009027,            0.009027
                 110,            0.024221,           0.0069196,            0.019118,             0.98525,             0.33305,              0.5962,             0.48454,            0.010211,           0.0026942,             0.02238,            0.009018,            0.009018,            0.009018
                 111,            0.023025,           0.0067944,            0.025959,             0.51607,             0.79167,             0.67933,              0.5569,            0.010974,           0.0023661,            0.023177,            0.009009,            0.009009,            0.009009
                 112,            0.027926,           0.0081132,            0.025642,             0.28048,             0.95833,             0.69535,             0.48859,            0.013353,           0.0027059,            0.026369,               0.009,               0.009,               0.009
                 113,            0.023757,           0.0071865,            0.023995,             0.40076,             0.99718,             0.89504,              0.7234,           0.0094921,            0.002459,            0.019742,            0.008991,            0.008991,            0.008991
                 114,            0.021747,           0.0069792,            0.026693,             0.34968,             0.95833,              0.7846,             0.58692,            0.011958,           0.0023607,            0.019232,            0.008982,            0.008982,            0.008982
                 115,            0.023551,            0.006841,            0.023546,             0.41245,             0.95833,              0.8073,             0.51497,            0.013584,           0.0022509,             0.01866,            0.008973,            0.008973,            0.008973
                 116,            0.023059,             0.00681,            0.021998,             0.66419,             0.83204,             0.83649,             0.52597,            0.014352,           0.0022689,            0.018563,            0.008964,            0.008964,            0.008964
                 117,            0.021838,           0.0070055,            0.023616,              0.2733,             0.91223,             0.57895,             0.37826,            0.020174,           0.0034387,            0.020173,            0.008955,            0.008955,            0.008955
                 118,            0.024474,           0.0070201,            0.023032,             0.61012,             0.78241,             0.84952,              0.6775,            0.010041,            0.002744,            0.018209,           0.0089459,           0.0089459,           0.0089459
                 119,            0.021848,            0.006583,            0.024589,             0.75869,             0.81815,             0.83672,             0.67707,           0.0089098,           0.0021549,            0.017845,           0.0089369,           0.0089369,           0.0089369
                 120,            0.022628,           0.0066234,            0.024741,             0.68443,             0.83333,             0.77196,              0.6342,           0.0085098,           0.0021779,            0.017415,           0.0089279,           0.0089279,           0.0089279
                 121,            0.022128,           0.0067668,            0.021604,             0.60907,             0.97095,             0.78702,             0.65372,           0.0080803,           0.0020022,            0.017536,           0.0089189,           0.0089189,           0.0089189
                 122,            0.024151,           0.0067299,            0.020226,             0.46084,                   1,             0.64893,             0.50914,            0.009634,           0.0019715,            0.017945,           0.0089099,           0.0089099,           0.0089099
                 123,             0.02248,           0.0069091,            0.023633,             0.46098,                   1,             0.71882,             0.58424,           0.0094816,           0.0021149,            0.018024,           0.0089009,           0.0089009,           0.0089009
                 124,            0.023089,           0.0066044,            0.021505,             0.47202,             0.95833,             0.79516,             0.66483,           0.0086824,           0.0020704,            0.018044,           0.0088919,           0.0088919,           0.0088919
                 125,            0.021602,           0.0068752,            0.023377,             0.49305,              0.9468,             0.77638,             0.62525,            0.008308,           0.0019873,            0.018012,           0.0088829,           0.0088829,           0.0088829
                 126,            0.022519,           0.0065354,            0.021027,             0.59408,             0.98131,             0.78302,             0.58883,            0.011388,           0.0022802,             0.01858,           0.0088739,           0.0088739,           0.0088739
                 127,            0.020068,           0.0062494,            0.020157,             0.63751,             0.77603,             0.66867,             0.52345,            0.010205,           0.0020787,            0.018722,           0.0088649,           0.0088649,           0.0088649
                 128,            0.022667,           0.0068152,            0.022844,             0.57382,             0.99971,             0.75376,             0.62406,           0.0090445,           0.0021394,            0.018755,           0.0088559,           0.0088559,           0.0088559
                 129,            0.022753,            0.006613,            0.019542,             0.70557,             0.83289,             0.85122,             0.71598,           0.0091971,           0.0022993,            0.018068,           0.0088468,           0.0088468,           0.0088468
                 130,            0.021631,           0.0067098,            0.023897,             0.49966,                   1,             0.85338,             0.72174,            0.009377,           0.0021929,            0.017735,           0.0088378,           0.0088378,           0.0088378
                 131,            0.021875,           0.0065223,            0.021287,             0.51426,             0.83333,             0.66137,             0.51858,            0.010051,           0.0022374,            0.018221,           0.0088288,           0.0088288,           0.0088288
                 132,            0.022014,           0.0065806,            0.021831,             0.52919,             0.97157,             0.92867,             0.78928,           0.0085551,           0.0021571,             0.01703,           0.0088198,           0.0088198,           0.0088198
                 133,            0.023817,           0.0072967,            0.020674,             0.52286,                   1,             0.89411,             0.69347,           0.0092177,           0.0021891,            0.016722,           0.0088108,           0.0088108,           0.0088108
                 134,            0.026273,           0.0068493,             0.01717,             0.39469,               0.975,             0.82899,             0.64897,            0.010344,           0.0023025,            0.016822,           0.0088018,           0.0088018,           0.0088018
                 135,            0.021283,           0.0066157,            0.021546,             0.49013,             0.90833,             0.72697,             0.60084,           0.0084334,           0.0020482,            0.017654,           0.0087928,           0.0087928,           0.0087928
                 136,            0.023185,           0.0068383,            0.021091,              0.5791,               0.925,             0.87925,              0.7418,           0.0083862,           0.0019841,            0.017216,           0.0087838,           0.0087838,           0.0087838
                 137,            0.022484,           0.0063926,            0.019436,             0.54397,                   1,             0.85814,             0.74251,           0.0086424,           0.0020182,            0.015996,           0.0087748,           0.0087748,           0.0087748
                 138,            0.022308,           0.0064946,             0.01748,             0.53747,             0.99993,             0.82196,             0.69512,           0.0089601,           0.0019947,            0.016201,           0.0087658,           0.0087658,           0.0087658
                 139,            0.022046,           0.0065269,            0.016195,              0.7728,               0.625,             0.67962,             0.56452,           0.0087358,            0.002011,            0.018671,           0.0087568,           0.0087568,           0.0087568
                 140,            0.020532,           0.0066062,            0.025054,             0.51749,                   1,             0.90281,             0.76395,           0.0094219,           0.0021192,            0.016652,           0.0087477,           0.0087477,           0.0087477
                 141,            0.021481,           0.0069011,            0.019477,             0.80924,             0.81222,             0.88537,             0.67778,           0.0099147,           0.0021523,             0.01649,           0.0087387,           0.0087387,           0.0087387
                 142,            0.021953,           0.0064765,            0.020124,             0.67161,             0.83283,             0.85119,              0.6841,           0.0095159,           0.0020663,             0.01595,           0.0087297,           0.0087297,           0.0087297
                 143,            0.021577,           0.0063656,             0.01975,             0.48725,             0.92431,             0.80386,              0.6641,           0.0089491,            0.001997,            0.015754,           0.0087207,           0.0087207,           0.0087207
                 144,            0.021866,           0.0063481,            0.020305,              0.5784,             0.99702,             0.96465,              0.8171,           0.0086833,           0.0019764,            0.015944,           0.0087117,           0.0087117,           0.0087117
                 145,            0.025249,            0.007285,            0.019488,             0.60922,               0.783,             0.83328,             0.63728,            0.010141,           0.0021284,             0.01615,           0.0087027,           0.0087027,           0.0087027
                 146,            0.022587,           0.0068743,            0.023705,             0.67053,             0.99896,             0.91385,             0.78942,           0.0085791,           0.0020676,            0.015351,           0.0086937,           0.0086937,           0.0086937
                 147,            0.023822,            0.006773,             0.01879,             0.51499,             0.97415,              0.8312,             0.62729,            0.009487,           0.0020644,              0.0152,           0.0086847,           0.0086847,           0.0086847
                 148,            0.021895,           0.0067371,             0.02156,             0.51368,             0.95889,             0.84597,             0.69955,           0.0086227,           0.0020147,            0.016125,           0.0086757,           0.0086757,           0.0086757
                 149,            0.020372,           0.0063402,            0.021668,             0.91004,             0.71631,             0.88712,             0.77577,           0.0086483,           0.0019517,            0.015105,           0.0086667,           0.0086667,           0.0086667
                 150,            0.022322,            0.006618,            0.018034,             0.58377,              0.8251,             0.80297,             0.67687,           0.0084299,           0.0019561,            0.015228,           0.0086577,           0.0086577,           0.0086577
                 151,            0.020867,           0.0064317,            0.021346,             0.55896,             0.98474,             0.90662,             0.70625,             0.01064,           0.0022792,             0.01571,           0.0086486,           0.0086486,           0.0086486
                 152,            0.021732,           0.0067803,            0.019346,             0.45704,             0.96285,             0.92867,             0.79079,           0.0087497,            0.001892,            0.015229,           0.0086396,           0.0086396,           0.0086396
                 153,            0.021954,           0.0062151,            0.019293,             0.95716,             0.62378,             0.91731,             0.78733,           0.0083705,           0.0019127,            0.016186,           0.0086306,           0.0086306,           0.0086306
                 154,            0.021547,           0.0066007,            0.020462,             0.78494,             0.77778,             0.94125,             0.78527,            0.009075,           0.0019314,            0.015176,           0.0086216,           0.0086216,           0.0086216
                 155,            0.023923,            0.006655,            0.017389,             0.55533,             0.85972,             0.83092,             0.67093,            0.009504,           0.0019734,            0.015893,           0.0086126,           0.0086126,           0.0086126
                 156,            0.021184,           0.0067137,            0.021925,             0.71691,             0.93843,             0.96262,             0.76627,           0.0098084,           0.0021294,            0.016901,           0.0086036,           0.0086036,           0.0086036
                 157,            0.022709,           0.0061994,            0.018031,             0.73416,             0.80532,              0.9623,             0.79619,             0.01002,           0.0020881,            0.014815,           0.0085946,           0.0085946,           0.0085946
